id,name,themegroup,theme,subtheme,year,pieces,minifigs,package,retail_price
70318-1,The Glob Lobber,Action/Adventure,Nexo Knights,Season 2,2016,95,2,Box,9.99
70319-1,Macy's Thunder Mace,Action/Adventure,Nexo Knights,Season 2,2016,202,3,Box,19.99
70320-1,Aaron Fox's Aero-Striker V2,Action/Adventure,Nexo Knights,Season 2,2016,301,3,Box,29.99
70321-1,General Magmar's Siege Machine of Doom,Action/Adventure,Nexo Knights,Season 2,2016,516,3,Box,49.99
70322-1,Axl's Tower Carrier,Action/Adventure,Nexo Knights,Season 2,2016,670,4,Box,69.99000000000000
70323-1,Jestro's Volcano Lair,Action/Adventure,Nexo Knights,Season 2,2016,1186,10,Box,119.99000000000000
70324-1,Merlok's Library 2.0,Action/Adventure,Nexo Knights,Season 1,2016,288,3,Box,24.99
70325-1,Infernox captures the Queen,Action/Adventure,Nexo Knights,Season 1,2016,253,2,Box,24.99
70326-1,The Black Knight Mech,Action/Adventure,Nexo Knights,Season 2,2016,530,4,Box,39.99
70327-1,The King's Mech,Action/Adventure,Nexo Knights,Season 1,2016,375,3,Box,29.99
70330-1,Ultimate Clay,Action/Adventure,Nexo Knights,Ultimate,2016,72,1,Box with backing card,9.99
70331-1,Ultimate Macy,Action/Adventure,Nexo Knights,Ultimate,2016,101,1,Box with backing card,9.99
70332-1,Ultimate Aaron,Action/Adventure,Nexo Knights,Ultimate,2016,82,1,Box with backing card,9.99
70333-1,Ultimate Robin,Action/Adventure,Nexo Knights,Ultimate,2016,75,1,Box with backing card,9.99
70334-1,Ultimate Beast Master,Action/Adventure,Nexo Knights,Ultimate,2016,65,1,Box with backing card,9.99
70335-1,Ultimate Lavaria,Action/Adventure,Nexo Knights,Ultimate,2016,69,1,Box with backing card,9.99
70336-1,Ultimate Axl,Action/Adventure,Nexo Knights,Ultimate,2016,69,1,Box with backing card,9.99
70337-1,Ultimate Lance,Action/Adventure,Nexo Knights,Ultimate,2016,75,1,Box with backing card,9.99
70338-1,Ultimate General Magmar,Action/Adventure,Nexo Knights,Ultimate,2016,64,1,Box with backing card,9.99
70339-1,Ultimate Flama,Action/Adventure,Nexo Knights,Ultimate,2016,67,1,Box with backing card,9.99
70588-1,Titanium Ninja Tumbler,Action/Adventure,Ninjago,Day of the Departed,2016,342,3,Box,29.99
70589-1,Rock Roader,Action/Adventure,Ninjago,Day of the Departed,2016,406,4,Box,39.99
70590-1,Airjitzu Battle Grounds,Action/Adventure,Ninjago,Airjitzu,2016,666,5,Box,59.99
70591-1,Kryptarium Prison Breakout,Action/Adventure,Ninjago,Skybound,2016,207,5,Box,19.99
70592-1,Salvage M.E.C.,Action/Adventure,Ninjago,Day of the Departed,2016,439,4,Box,39.99
70593-1,The Green NRG Dragon,Action/Adventure,Ninjago,Skybound,2016,NA,5,Box,49.99
70594-1,The Lighthouse Siege,Action/Adventure,Ninjago,Skybound,2016,767,8,Box,69.99000000000000
70595-1,Ultra Stealth Raider,Action/Adventure,Ninjago,Day of the Departed,2016,1093,7,Box,99.99000000000000
70596-1,Samurai X Cave Chaos,Action/Adventure,Ninjago,Day of the Departed,2016,1253,8,Box,119.99000000000000
70599-1,Cole's Dragon,Action/Adventure,Ninjago,Skybound,2016,98,2,Box,9.99
70600-1,Ninja Bike Chase,Action/Adventure,Ninjago,Skybound,2016,231,3,Box,19.99
70601-1,Sky Shark,Action/Adventure,Ninjago,Skybound,2016,221,2,Box,19.99
70602-1,Jay's Elemental Dragon,Action/Adventure,Ninjago,Skybound,2016,350,2,Box,29.99
70603-1,Raid Zeppelin,Action/Adventure,Ninjago,Skybound,2016,294,3,Box,29.99
70604-1,Tiger Widow Island,Action/Adventure,Ninjago,Skybound,2016,NA,5,Box,49.99
70605-1,Misfortune's Keep,Action/Adventure,Ninjago,Skybound,2016,754,6,Box,79.99000000000000
71011-0,LEGO Minifigures - Series 15 {Random bag},Miscellaneous,Collectable Minifigures,Series 15,2016,NA,0,Foil pack,3.9900000000000000
71011-1,Farmer,Miscellaneous,Collectable Minifigures,Series 15,2016,6,1,Foil pack,3.9900000000000000
71011-10,Ballerina,Miscellaneous,Collectable Minifigures,Series 15,2016,5,1,Foil pack,3.9900000000000000
71011-11,Laser Mech,Miscellaneous,Collectable Minifigures,Series 15,2016,8,1,Foil pack,3.9900000000000000
71011-12,Kendo Fighter,Miscellaneous,Collectable Minifigures,Series 15,2016,6,1,Foil pack,3.9900000000000000
71011-13,Shark Suit Guy,Miscellaneous,Collectable Minifigures,Series 15,2016,4,1,Foil pack,3.9900000000000000
71011-14,Wrestling Champion,Miscellaneous,Collectable Minifigures,Series 15,2016,5,1,Foil pack,3.9900000000000000
71011-15,Jewel Thief,Miscellaneous,Collectable Minifigures,Series 15,2016,7,1,Foil pack,3.9900000000000000
71011-16,Queen,Miscellaneous,Collectable Minifigures,Series 15,2016,7,1,Foil pack,3.9900000000000000
71011-17,LEGO Minifigures - Series 15 - Complete,Miscellaneous,Collectable Minifigures,Series 15,2016,102,17,Foil pack,NA
71011-18,LEGO Minifigures - Series 15 - Sealed Box,Miscellaneous,Collectable Minifigures,Series 15,2016,NA,0,Box,NA
71011-2,Astronaut,Miscellaneous,Collectable Minifigures,Series 15,2016,8,1,Foil pack,3.9900000000000000
71011-3,Frightening Knight,Miscellaneous,Collectable Minifigures,Series 15,2016,7,1,Foil pack,3.9900000000000000
71011-4,Clumsy Guy,Miscellaneous,Collectable Minifigures,Series 15,2016,6,1,Foil pack,3.9900000000000000
71011-5,Tribal Woman,Miscellaneous,Collectable Minifigures,Series 15,2016,6,2,Foil pack,3.9900000000000000
71011-6,Flying Warrior,Miscellaneous,Collectable Minifigures,Series 15,2016,10,1,Foil pack,3.9900000000000000
71011-7,Faun,Miscellaneous,Collectable Minifigures,Series 15,2016,5,1,Foil pack,3.9900000000000000
71011-8,Animal Control Officer,Miscellaneous,Collectable Minifigures,Series 15,2016,6,1,Foil pack,3.9900000000000000
71011-9,Janitor,Miscellaneous,Collectable Minifigures,Series 15,2016,6,1,Foil pack,3.9900000000000000
71012-1,Stitch,Miscellaneous,Collectable Minifigures,Disney,2016,3,1,Foil pack,3.9900000000000000
71012-10,Donald Duck,Miscellaneous,Collectable Minifigures,Disney,2016,5,1,Foil pack,3.9900000000000000
71012-11,Minnie Mouse,Miscellaneous,Collectable Minifigures,Disney,2016,5,1,Foil pack,3.9900000000000000
71012-12,Mickey Mouse,Miscellaneous,Collectable Minifigures,Disney,2016,3,1,Foil pack,3.9900000000000000
71012-13,Mr. Incredible,Miscellaneous,Collectable Minifigures,Disney,2016,5,1,Foil pack,3.9900000000000000
71012-14,Syndrome,Miscellaneous,Collectable Minifigures,Disney,2016,6,1,Foil pack,3.9900000000000000
71012-15,Peter Pan,Miscellaneous,Collectable Minifigures,Disney,2016,6,1,Foil pack,3.9900000000000000
71012-16,Captain Hook,Miscellaneous,Collectable Minifigures,Disney,2016,5,1,Foil pack,3.9900000000000000
71012-17,Ursula,Miscellaneous,Collectable Minifigures,Disney,2016,5,1,Foil pack,3.9900000000000000
71012-18,Ariel,Miscellaneous,Collectable Minifigures,Disney,2016,6,1,Foil pack,3.9900000000000000
71012-19,LEGO Minifigures - The Disney Series - Complete,Miscellaneous,Collectable Minifigures,Disney,2016,95,18,Foil pack,NA
71012-2,Alien,Miscellaneous,Collectable Minifigures,Disney,2016,3,1,Foil pack,3.9900000000000000
71012-3,Buzz Lightyear,Miscellaneous,Collectable Minifigures,Disney,2016,7,1,Foil pack,3.9900000000000000
71012-4,Aladdin,Miscellaneous,Collectable Minifigures,Disney,2016,5,1,Foil pack,3.9900000000000000
71012-5,Genie,Miscellaneous,Collectable Minifigures,Disney,2016,6,1,Foil pack,3.9900000000000000
71012-6,Maleficent,Miscellaneous,Collectable Minifigures,Disney,2016,9,1,Foil pack,3.9900000000000000
71012-7,Alice,Miscellaneous,Collectable Minifigures,Disney,2016,7,1,Foil pack,3.9900000000000000
71012-8,Cheshire Cat,Miscellaneous,Collectable Minifigures,Disney,2016,4,1,Foil pack,3.9900000000000000
71012-9,Daisy Duck,Miscellaneous,Collectable Minifigures,Disney,2016,5,1,Foil pack,3.9900000000000000
71013-1,Ice Queen,Miscellaneous,Collectable Minifigures,Series 16,2016,11,1,Foil pack,3.9900000000000000
71013-10,Penguin Boy,Miscellaneous,Collectable Minifigures,Series 16,2016,6,1,Foil pack,3.9900000000000000
71013-11,Rogue,Miscellaneous,Collectable Minifigures,Series 16,2016,6,1,Foil pack,3.9900000000000000
71013-12,Dog Show Winner,Miscellaneous,Collectable Minifigures,Series 16,2016,6,1,Foil pack,3.9900000000000000
71013-13,Mariachi,Miscellaneous,Collectable Minifigures,Series 16,2016,6,1,Foil pack,3.9900000000000000
71013-14,Spy,Miscellaneous,Collectable Minifigures,Series 16,2016,8,1,Foil pack,3.9900000000000000
71013-15,Banana Guy,Miscellaneous,Collectable Minifigures,Series 16,2016,4,1,Foil pack,3.9900000000000000
71013-16,Babysitter,Miscellaneous,Collectable Minifigures,Series 16,2016,6,2,Foil pack,3.9900000000000000
71013-17,LEGO Minifigures - Series 16 - Complete,Miscellaneous,Collectable Minifigures,Series 16,2016,106,17,Foil pack,NA
71013-2,Desert Warrior,Miscellaneous,Collectable Minifigures,Series 16,2016,5,1,Foil pack,3.9900000000000000
71013-3,Cyborg,Miscellaneous,Collectable Minifigures,Series 16,2016,7,1,Foil pack,3.9900000000000000
71013-4,Cute Little Devil,Miscellaneous,Collectable Minifigures,Series 16,2016,9,1,Foil pack,3.9900000000000000
71013-5,Spooky Boy,Miscellaneous,Collectable Minifigures,Series 16,2016,6,1,Foil pack,3.9900000000000000
71013-6,Hiker,Miscellaneous,Collectable Minifigures,Series 16,2016,7,1,Foil pack,3.9900000000000000
71013-7,Wildlife Photographer,Miscellaneous,Collectable Minifigures,Series 16,2016,7,1,Foil pack,3.9900000000000000
71013-8,Kickboxer,Miscellaneous,Collectable Minifigures,Series 16,2016,6,1,Foil pack,3.9900000000000000
71013-9,Scallywag Pirate,Miscellaneous,Collectable Minifigures,Series 16,2016,6,1,Foil pack,3.9900000000000000
71014-1,Joachim Löw,Miscellaneous,Collectable Minifigures,DFB Series,2016,6,1,Foil pack,NA
71014-10,Toni Kroos,Miscellaneous,Collectable Minifigures,DFB Series,2016,6,1,Foil pack,NA
71014-11,Sami Khedira,Miscellaneous,Collectable Minifigures,DFB Series,2016,6,1,Foil pack,NA
71014-12,André Schürrle,Miscellaneous,Collectable Minifigures,DFB Series,2016,6,1,Foil pack,NA
71014-13,Marco Reus,Miscellaneous,Collectable Minifigures,DFB Series,2016,6,1,Foil pack,NA
71014-14,Christoph Kramer,Miscellaneous,Collectable Minifigures,DFB Series,2016,6,1,Foil pack,NA
71014-15,Mario Götze,Miscellaneous,Collectable Minifigures,DFB Series,2016,6,1,Foil pack,NA
71014-16,Max Kruse,Miscellaneous,Collectable Minifigures,DFB Series,2016,6,1,Foil pack,NA
71014-17,LEGO Minifigures - DFB Series - Complete,Miscellaneous,Collectable Minifigures,DFB Series,2016,96,16,Foil pack,NA
71014-2,Manuel Neuer,Miscellaneous,Collectable Minifigures,DFB Series,2016,6,1,Foil pack,NA
71014-3,Jérôme Boateng,Miscellaneous,Collectable Minifigures,DFB Series,2016,6,1,Foil pack,NA
71014-4,Mats Hummels,Miscellaneous,Collectable Minifigures,DFB Series,2016,6,1,Foil pack,NA
71014-5,Benedikt Höwedes,Miscellaneous,Collectable Minifigures,DFB Series,2016,6,1,Foil pack,NA
71014-6,Shkodran Mustafi,Miscellaneous,Collectable Minifigures,DFB Series,2016,6,1,Foil pack,NA
71014-7,Bastian Schweinsteiger,Miscellaneous,Collectable Minifigures,DFB Series,2016,6,1,Foil pack,NA
71014-8,Mesut Özil,Miscellaneous,Collectable Minifigures,DFB Series,2016,6,1,Foil pack,NA
71014-9,Thomas Müller,Miscellaneous,Collectable Minifigures,DFB Series,2016,6,1,Foil pack,NA
71040-1,Disney Castle,Licensed,Disney,Miscellaneous,2016,4080,7,Box,349.99000000000000
71228-1,Ghostbusters Level Pack,Miscellaneous,Dimensions,Level Pack,2016,115,1,Box,29.99
71229-1,DC Comics Team Pack,Miscellaneous,Dimensions,Team Pack,2016,92,2,NA,24.99
71230-1,Doc Brown,Miscellaneous,Dimensions,Fun Pack,2016,69,1,Box,11.99
71233-1,Stay Puft,Miscellaneous,Dimensions,Fun Pack,2016,65,1,Box,11.99
71234-1,Sensei Wu,Miscellaneous,Dimensions,Fun Pack,2016,58,1,Box,11.99
71235-1,Midway Arcade Level Pack,Miscellaneous,Dimensions,Level Pack,2016,96,1,Box,24.99
71236-1,Superman,Miscellaneous,Dimensions,Fun Pack,2016,48,1,Box,11.99
71237-1,Aquaman,Miscellaneous,Dimensions,Fun Pack,2016,43,1,Box,11.99
71238-1,Cyberman,Miscellaneous,Dimensions,Fun Pack,2016,40,1,Box,11.99
71239-1,Lloyd,Miscellaneous,Dimensions,Fun Pack,2016,56,1,Box,11.99
71240-1,Bane,Miscellaneous,Dimensions,Fun Pack,2016,52,1,Box,11.99
71241-1,Slimer,Miscellaneous,Dimensions,Fun Pack,2016,33,1,Box,11.99
71242-1,New Ghostbusters: Play the Complete Movie,Miscellaneous,Dimensions,Story Pack,2016,259,1,Box,49.99
71244-1,Sonic the Hedgehog Level Pack,Miscellaneous,Dimensions,Level Pack,2016,101,1,Box,29.99
71245-1,Adventure Time Level Pack,Miscellaneous,Dimensions,Level Pack,2016,102,1,Box,29.99
71246-1,Adventure Time Team Pack,Miscellaneous,Dimensions,Team Pack,2016,96,2,Box,24.99
71247-1,Harry Potter Team Pack,Miscellaneous,Dimensions,Team Pack,2016,119,2,Box,24.99
71248-1,Mission Impossible Level Pack,Miscellaneous,Dimensions,Level Pack,2016,76,1,Box,29.99
71251-1,B.A. Baracus,Miscellaneous,Dimensions,Fun Pack,2016,73,1,Box,11.99
71253-1,Fantastic Beasts and Where to Find Them: Play the Complete Movie,Miscellaneous,Dimensions,Story Pack,2016,261,1,Box,49.99
71256-1,Gremlins Team Pack,Miscellaneous,Dimensions,Team Pack,2016,94,2,Box,24.99
71257-1,Tina Goldstein,Miscellaneous,Dimensions,Fun Pack,2016,51,1,Box,11.99
71258-1,E.T.,Miscellaneous,Dimensions,Fun Pack,2016,42,1,Box,11.99
71285-1,Marceline the Vampire Queen,Miscellaneous,Dimensions,Fun Pack,2016,60,1,Box,11.99
71300-1,Uxar - Creature of Jungle,Construction,Bionicle,companions,2016,89,0,Box,9.99
71301-1,Ketar - Creature of Stone,Construction,Bionicle,Companions,2016,80,0,Box,9.99
71302-1,Akida - Creature of Water,Construction,Bionicle,Companions,2016,120,0,Box,9.99
71303-1,Ikir - Creature of Fire,Construction,Bionicle,Companions,2016,77,0,Box,9.99
71304-1,Terak - Creature of Earth,Construction,Bionicle,Companions,2016,74,0,Box,9.99
71305-1,Lewa - Uniter of Jungle,Construction,Bionicle,Toa,2016,79,0,Box,14.99
71306-1,Pohatu - Uniter of Stone,Construction,Bionicle,Toa,2016,90,0,Box,14.99
71307-1,Gali - Uniter of Water,Construction,Bionicle,Toa,2016,87,0,Box,14.99
71308-1,Tahu - Uniter of Fire,Construction,Bionicle,Toa,2016,132,0,Box,19.99
71309-1,Onua - Uniter of Earth,Construction,Bionicle,Toa,2016,143,0,Box,19.99
71310-1,Umarak the Hunter,Construction,Bionicle,Reboot Villains,2016,172,0,Box,19.99
71311-1,Kopaka and Melum - Unity set,Construction,Bionicle,Miscellaneous,2016,171,0,Box,24.99
71312-1,Ekimu the Mask Maker,Construction,Bionicle,Miscellaneous,2016,94,0,Box,14.99
71313-1,Lava Beast,Construction,Bionicle,Reboot Villains,2016,114,0,Box,14.99
71314-1,Storm Beast,Construction,Bionicle,Reboot Villains,2016,109,0,Box,14.99
71315-1,Quake Beast,Construction,Bionicle,Reboot Villains,2016,102,0,Box,14.99
71316-1,Umarak the Destroyer,Construction,Bionicle,Reboot Villains,2016,191,0,Box,24.99
71340-1,Supergirl,Miscellaneous,Dimensions,Promotional,2016,6,1,Polybag,NA
71342-1,Green Arrow,Miscellaneous,Dimensions,Promotional,2016,7,1,Polybag,NA
75098-1,Assault on Hoth,Licensed,Star Wars,Ultimate Collector Series,2016,2144,15,Box,249.99
75113-1,Rey,Licensed,Star Wars,Buildable Figures,2016,84,0,Box,19.99
75114-1,First Order Stormtrooper,Licensed,Star Wars,Buildable Figures,2016,81,0,Box,19.99
75115-1,Poe Dameron,Licensed,Star Wars,Buildable Figures,2016,102,0,Box,24.99
75116-1,Finn,Licensed,Star Wars,Buildable Figures,2016,98,0,Box,24.99
75117-1,Kylo Ren,Licensed,Star Wars,Buildable Figures,2016,86,0,Box,24.99
75118-1,Captain Phasma,Licensed,Star Wars,Buildable Figures,2016,82,0,Box,24.99
75119-1,Sergeant Jyn Erso,Licensed,Star Wars,Buildable Figures,2016,104,0,Box,24.99
75120-1,K-2SO,Licensed,Star Wars,Buildable Figures,2016,169,0,Box,24.99
75121-1,Imperial Death Trooper,Licensed,Star Wars,Buildable Figures,2016,106,0,Box,24.99
75125-1,Resistance X-wing Fighter,Licensed,Star Wars,MicroFighters,2016,87,1,Box,9.99
75126-1,First Order Snowspeeder,Licensed,Star Wars,MicroFighters,2016,91,1,Box,9.99
75127-1,The Ghost,Licensed,Star Wars,MicroFighters,2016,104,1,Box,9.99
75128-1,TIE Advanced Prototype,Licensed,Star Wars,MicroFighters,2016,93,1,Box,9.99
75129-1,Wookiee Gunship,Licensed,Star Wars,MicroFighters,2016,84,1,Box,9.99
75130-1,AT-DP,Licensed,Star Wars,MicroFighters,2016,76,1,Box,9.99
75131-1,Resistance Trooper Battle Pack,Licensed,Star Wars,The Force Awakens,2016,112,4,Box,12.99
75132-1,First Order Battle Pack,Licensed,Star Wars,The Force Awakens,2016,88,4,Box,12.99
75133-1,Rebel Alliance Battle Pack,Licensed,Star Wars,Battlefront,2016,101,4,Box,12.99
75134-1,Galactic Empire Battle Pack,Licensed,Star Wars,Battlefront,2016,109,4,Box,12.99
75135-1,Obi-Wan's Jedi Interceptor,Licensed,Star Wars,Episode III,2016,215,2,Box,24.99
75136-1,Droid Escape Pod,Licensed,Star Wars,Episode IV,2016,197,4,Box,24.99
75137-1,Carbon-Freezing Chamber,Licensed,Star Wars,Episode V,2016,231,4,Box,24.99
75138-1,Hoth Attack,Licensed,Star Wars,Episode V,2016,233,4,Box,24.99
75139-1,Battle on Takodana,Licensed,Star Wars,The Force Awakens,2016,409,5,Box,59.99
75140-1,Resistance Troop Transporter,Licensed,Star Wars,The Force Awakens,2016,646,4,Box,69.99000000000000
75141-1,Kanan's Speeder Bike,Licensed,Star Wars,Rebels,2016,234,3,Box,19.99
75142-1,Homing Spider Droid,Licensed,Star Wars,Episode III,2016,310,5,Box,29.99
75145-1,Eclipse Fighter,Licensed,Star Wars,Original Content,2016,363,2,Box,29.99
75146-1,Star Wars Advent Calendar,Licensed,Star Wars,Seasonal,2016,282,10,Box,39.99
75147-1,StarScavenger,Licensed,Star Wars,Original Content,2016,558,4,Box,49.99
75148-1,Encounter on Jakku,Licensed,Star Wars,The Force Awakens,2016,530,4,Box,59.99
75149-1,Resistance X-wing Fighter,Licensed,Star Wars,The Force Awakens,2016,740,4,Box,79.99000000000000
75150-1,Vader's TIE Advanced vs. A-wing Starfighter,Licensed,Star Wars,Rebels,2016,702,4,Box,89.99000000000000
75151-1,Clone Turbo Tank,Licensed,Star Wars,Episode III,2016,903,6,Box,109.99000000000000
75152-1,Imperial Assault Hovertank,Licensed,Star Wars,Rogue One,2016,385,3,Box,29.99
75153-1,AT-ST Walker,Licensed,Star Wars,Rogue One,2016,449,3,Box,39.99
75154-1,TIE Striker,Licensed,Star Wars,Rogue One,2016,543,4,Box,69.99000000000000
75155-1,Rebel U-wing Fighter,Licensed,Star Wars,Rogue One,2016,659,5,Box,79.99000000000000
75156-1,Krennic's Imperial Shuttle,Licensed,Star Wars,Rogue One,2016,863,6,Box,89.99000000000000
75157-1,Captain Rex's AT-TE,Licensed,Star Wars,Rebels,2016,972,5,Box,119.99000000000000
75158-1,Rebel Combat Frigate,Licensed,Star Wars,Rebels,2016,936,5,Box,109.99000000000000
75159-1,Death Star,Licensed,Star Wars,Ultimate Collector Series,2016,4016,27,Box,499.99000000000000
75821-1,Piggy Car Escape,Licensed,The Angry Birds Movie,NA,2016,74,2,Box,12.99
75822-1,Piggy Plane Attack,Licensed,The Angry Birds Movie,NA,2016,168,2,Box,19.99
75823-1,Bird Island Egg Heist,Licensed,The Angry Birds Movie,NA,2016,277,3,Box,29.99
75824-1,Pig City Teardown,Licensed,The Angry Birds Movie,NA,2016,386,4,Box,39.99
75825-1,Piggy Pirate Ship,Licensed,The Angry Birds Movie,NA,2016,620,4,Box,59.99
75826-1,King Pig's Castle,Licensed,The Angry Birds Movie,NA,2016,859,5,Box,89.99000000000000
75827-1,Firehouse Headquarters,Licensed,Ghostbusters,NA,2016,4634,10,Box,349.99000000000000
75828-1,Ecto-1 & 2,Licensed,Ghostbusters,NA,2016,556,6,Box,59.99
75870-1,Chevrolet Corvette Z06,Licensed,Speed Champions,Chevrolet,2016,173,1,Box,14.99
75871-1,Ford Mustang GT,Licensed,Speed Champions,Ford,2016,185,1,Box,14.99
75872-1,Audi R18 e-tron quattro,Licensed,Speed Champions,Audi,2016,166,1,NA,14.99
75873-1,Audi R8 LMS ultra,Licensed,Speed Champions,Audi,2016,175,1,Box,14.99
75874-1,Chevrolet Camaro Drag Race,Licensed,Speed Champions,Chevrolet,2016,445,3,Box,29.99
75875-1,Ford F-150 Raptor & Ford Model A Hot Rod,Licensed,Speed Champions,Ford,2016,664,4,Box,49.99
75876-1,Porsche 919 Hybrid and 917K Pit Lane,Licensed,Speed Champions,Porsche,2016,732,5,Box,69.99000000000000
76044-1,Clash of the Heroes,Licensed,DC Comics Super Heroes,DC Extended Universe,2016,92,2,Box,12.99
76045-1,Kryptonite Interception,Licensed,DC Comics Super Heroes,DC Extended Universe,2016,306,0,Box,29.99
76046-1,Heroes of Justice: Sky High Battle,Licensed,DC Comics Super Heroes,DC Extended Universe,2016,517,5,Box,59.99
76047-1,Black Panther Pursuit,Licensed,Marvel Super Heroes,Captain America: Civil War,2016,287,3,Box,29.99
76048-1,Iron Skull Sub Attack,Licensed,Marvel Super Heroes,Avengers Assemble,2016,335,4,Box,29.99
76049-1,Avenjet Space Mission,Licensed,Marvel Super Heroes,Avengers Assemble,2016,523,5,Box,59.99
76050-1,Crossbones' Hazard Heist,Licensed,Marvel Super Heroes,Captain America: Civil War,2016,179,3,Box,19.99
76051-1,Super Hero Airport Battle,Licensed,Marvel Super Heroes,Captain America: Civil War,2016,807,7,Box,79.99000000000000
76052-1,Batman Classic TV Series - Batcave,Licensed,NA,Batman Classic TV Series,2016,2526,9,Box,269.99000000000000
76053-1,Gotham City Cycle Chase,Licensed,DC Comics Super Heroes,Batman,2016,224,3,Box,19.99
76054-1,Batman: Scarecrow Harvest of Fear,Licensed,DC Comics Super Heroes,Batman,2016,563,5,Box,59.99
76055-1,Batman: Killer Croc Sewer Smash,Licensed,DC Comics Super Heroes,Batman,2016,759,5,Box,79.99000000000000
76056-1,Batman: Rescue from Ra's al Ghul,Licensed,DC Comics Super Heroes,Batman,2016,257,4,Box,29.99
76057-1,Spider-Man: Web Warriors Ultimate Bridge Battle,Licensed,Marvel Super Heroes,Spider-Man,2016,1092,7,Box,99.99000000000000
76058-1,Spider-Man: Ghost Rider Team-Up,Licensed,Marvel Super Heroes,Spider-Man,2016,217,3,Box,19.99
76059-1,Spider-Man: Doc Ock's Tentacle Trap,Licensed,Marvel Super Heroes,Spider-Man,2016,446,5,Box,39.99
76060-1,Doctor Strange's Sanctum Sanctorum,Licensed,Marvel Super Heroes,Miscellaneous,2016,358,3,Box,29.99
76061-1,Mighty Micros: Batman vs. Catwoman,Licensed,DC Comics Super Heroes,Mighty Micros,2016,79,2,Box,9.99
76062-1,Mighty Micros: Robin vs. Bane,Licensed,DC Comics Super Heroes,Mighty Micros,2016,77,2,Box,9.99
76063-1,Mighty Micros: The Flash vs. Captain Cold,Licensed,DC Comics Super Heroes,Mighty Micros,2016,88,2,Box,9.99
76064-1,Mighty Micros: Spider-Man vs. Green Goblin,Licensed,Marvel Super Heroes,Mighty Micros,2016,85,2,Box,9.99
76065-1,Mighty Micros: Captain America vs. Red Skull,Licensed,Marvel Super Heroes,Mighty Micros,2016,95,2,Box,9.99
76066-1,Mighty Micros: Hulk vs. Ultron,Licensed,Marvel Super Heroes,Mighty Micros,2016,80,2,Box,9.99
76067-1,Tanker Truck Takedown,Licensed,Marvel Super Heroes,Captain America: Civil War,2016,330,4,Box,29.99
850806-1,Drinking Bottle Pink,Miscellaneous,Gear,Housewares,2016,NA,0,NA,NA
853503-1,NEXO KNIGHTS Macy's Mace,Miscellaneous,Gear,Role-Play Toys,2016,NA,0,NA,12.99
853507-1,Knight's Power Up Shield,Miscellaneous,Gear,Role-Play Toys,2016,NA,0,NA,NA
853515-1,Knights Army-Building Set,Action/Adventure,Nexo Knights,Battle Packs,2016,35,4,Blister pack,14.99
853516-1,Monsters Army-Building Set,Action/Adventure,Nexo Knights,Battle Packs,2016,30,4,Blister pack,14.99
853529-1,NINJAGO Customizable Sword,Miscellaneous,Gear,Role-Play Toys,2016,NA,0,NA,19.99
853556-1,Friends Mini-Doll Campsite Set,Girls,Friends,Adventure Camp,2016,35,3,Blister pack,14.99
853559-1,Emily Jones Key Chain,Miscellaneous,Gear,Key Chains/Elves,2016,NA,0,Tag,4.99
853560-1,Elves Azari the Fire Elf Key Chain,Miscellaneous,Gear,Key Chains/Elves,2016,NA,0,Tag,4.99
853568-1,Prison Guard Key Chain,Miscellaneous,Gear,Key Chains/City,2016,NA,0,Tag,4.99
853571-1,Hot Dog Guy Key Chain,Miscellaneous,Gear,Key Chains/Miscellaneous,2016,NA,0,Tag,4.99
853574-1,Christmas Ornament Reindeer,Miscellaneous,Seasonal,Christmas,2016,21,0,NA,7.99
853580-1,Key Rack,Miscellaneous,Gear,Housewares,2016,NA,0,Box,16.99
853605-1,Poe Dameron Key Chain,Miscellaneous,Gear,Key Chains/Star Wars,2016,NA,0,NA,4.99
853609-1,Skin Pack,Licensed,Minecraft,Miscellaneous,2016,25,4,Blister pack,14.99
853610-1,Skin Pack,Licensed,Minecraft,Miscellaneous,2016,28,4,Blister pack,14.99
853611-1,Marvel Super Heroes Minifigure Display Frame,Miscellaneous,Gear,Storage,2016,NA,0,Box,16.99
ISBN1465449671-1,LEGO Star Wars: Chronicles of the Force,Miscellaneous,Books,Dorling Kindersley,2016,3,1,NA,NA
LESTER-1,Lester,Miscellaneous,Promotional,Minifigure,2016,4,1,Blister pack,NA
TRUCAPAM-1,Captain America Mosaic,Miscellaneous,Promotional,Miscellaneous,2016,NA,0,None (loose parts),NA
TRUCOGSWORTH-1,Cogsworth,Licensed,Disney,Beauty and the Beast,2016,47,0,None (loose parts),NA
TRUFALCON-1,Millennium Falcon,Licensed,Star Wars,Promotional,2016,44,0,None (loose parts),NA
TRULUMIERE-1,Lumiere,Licensed,Disney,Beauty and the Beast,2016,23,0,None (loose parts),NA
TRUNEXO-1,Nexo Knights Shield Dock,Action/Adventure,Nexo Knights,Miscellaneous,2016,41,0,None (loose parts),NA
10246-1,Detective's Office,Model making,Creator Expert,Modular Buildings,2015,2262,6,Box,159.99
10247-1,Ferris Wheel,Model making,Creator Expert,Fairground,2015,2464,10,Box,199.99
10248-1,Ferrari F40,Model making,Creator Expert,Vehicles,2015,1158,0,Box,99.99000000000000
10249-1,Winter Toy Shop,Model making,Creator Expert,Winter Village,2015,898,8,Box,79.99000000000000
