id,name,themegroup,theme,subtheme,year,pieces,minifigs,package,retail_price
853956-1,Creeper Key Chain,Miscellaneous,Gear,Key Chains,2019,NA,0,NA,4.99
88006-1,Boost Hub,Technical,Powered Up,NA,2019,NA,0,NA,NA
88007-1,Distance sensor,Technical,Powered Up,NA,2019,NA,0,NA,NA
88008-1,Motor,Technical,Powered Up,NA,2019,NA,0,NA,NA
88009-1,Hub,Technical,Powered Up,NA,2019,NA,0,NA,NA
88010-1,Remote Control,Technical,Powered Up,NA,2019,NA,0,NA,NA
88011-1,Train motor,Technical,Powered Up,NA,2019,NA,0,NA,NA
10260-1,Downtown Diner,Model making,Creator Expert,Modular Buildings,2018,2480,6,Box,169.99
10261-1,Roller Coaster,Model making,Creator Expert,Fairground,2018,4124,11,Box,379.99000000000000
10262-1,James Bond Aston Martin DB5,Model making,Creator Expert,Vehicles,2018,1290,0,Box,149.99
10263-1,Winter Village Fire Station,Model making,Creator Expert,Winter Village,2018,1166,8,Box,99.99000000000000
10268-1,Vestas Wind Turbine,Model making,Creator Expert,NA,2018,826,0,Box,199.99
10401-1,Rainbow Fun,Basic,Classic,Building Bigger Thinking,2018,85,0,Box,4.99
10402-1,Fun Future,Basic,Classic,Building Bigger Thinking,2018,186,1,Box,9.99
10403-1,World Fun,Basic,Classic,Building Bigger Thinking,2018,295,2,Box,19.99
10404-1,Ocean's Bottom,Basic,Classic,Building Bigger Thinking,2018,579,2,Box,29.99
10405-1,Mission to Mars,Basic,Classic,Building Bigger Thinking,2018,871,3,Plastic box,59.99
10712-1,Bricks and Gears,Basic,Classic,NA,2018,244,0,Box,19.99
10713-1,Creative Suitcase,Basic,Classic,NA,2018,213,0,Plastic box,19.99
10714-1,Blue Baseplate,Basic,Classic,NA,2018,1,0,NA,7.99
10715-1,Bricks on a Roll,Basic,Classic,NA,2018,442,0,Box,NA
10717-1,Extra Large Brick Box,Basic,Classic,NA,2018,1500,0,Box,59.99
10748-1,Emma's Pet Party,Junior,Juniors,Friends,2018,67,1,Box,9.99
10749-1,Mia's Organic Food Market,Junior,Juniors,Friends,2018,115,1,Box,19.99
10750-1,Road Repair Truck,Junior,Juniors,City,2018,73,1,Box,9.99
10751-1,Mountain Police Chase,Junior,Juniors,City,2018,115,2,Box,19.99
10753-1,The Joker Batcave Attack,Junior,Juniors,DC Comics Super Heroes,2018,151,3,Box,24.99
10754-1,Spider-Man vs. Scorpion Street Showdown,Junior,Juniors,Marvel Super Heroes,2018,125,2,Box,19.99
10755-1,Zane's Ninja Boat Pursuit,Junior,Juniors,Ninjago,2018,131,2,Box,19.99
10756-1,Pteranodon Escape,Junior,Juniors,Jurassic World: Fallen Kingdom,2018,84,2,Box,19.99
10757-1,Raptor Rescue Truck,Junior,Juniors,Jurassic World: Fallen Kingdom,2018,85,2,Box,24.99
10758-1,T. Rex Breakout,Junior,Juniors,Jurassic World: Fallen Kingdom,2018,150,3,Box,49.99
10759-1,Elastigirl's Rooftop Pursuit,Junior,Juniors,Incredibles 2,2018,95,2,Box,19.99
10760-1,Underminer's Bank Heist,Junior,Juniors,Incredibles 2,2018,149,3,Box,24.99
10761-1,The Great Home Escape,Junior,Juniors,Incredibles 2,2018,178,4,Box,29.99
10762-1,Belle's Story Time,Junior,Juniors,Disney Princess,2018,87,2,Box,14.99
10763-1,Stephanie's Lakeside House,Junior,Juniors,Friends,2018,215,3,Box,34.99
10764-1,City Central Airport,Junior,Juniors,City,2018,376,5,Box,49.99
10765-1,Ariel's Underwater Concert,Junior,Juniors,Disney Princess,2018,92,1,Box,14.99
10858-1,My First Puzzle Pets,Pre-school,Duplo,NA,2018,18,0,Box,9.99
10859-1,My First Ladybird,Pre-school,Duplo,NA,2018,6,0,Box,4.99
10860-1,My First Race Car,Pre-school,Duplo,NA,2018,6,0,Box,4.99
10861-1,My First Emotions,Pre-school,Duplo,NA,2018,28,0,Box,19.99
10862-1,My First Celebration,Pre-school,Duplo,NA,2018,41,0,Box,14.99
10863-1,My First Animal Brick Box,Pre-school,Duplo,NA,2018,34,0,Plastic box,29.99
10864-1,Large Playground Brick Box,Pre-school,Duplo,NA,2018,71,2,Plastic box,49.99
10865-1,Fun Creations,Pre-school,Duplo,NA,2018,70,0,Box with handle,29.99
10867-1,Farmers' Market,Pre-school,Duplo,NA,2018,26,3,Box,19.99
10868-1,Farm Pony Stable,Pre-school,Duplo,NA,2018,59,2,Box,29.99
10869-1,Farm Adventures,Pre-school,Duplo,NA,2018,104,3,Box,59.99
10870-1,Farm Animals,Pre-school,Duplo,NA,2018,16,0,Box,9.99
10871-1,Airport,Pre-school,Duplo,NA,2018,29,3,Box,24.99
10872-1,Train Bridge and Tracks,Pre-school,Duplo,Trains,2018,26,1,Box,24.99
10873-1,Minnie's Birthday Party,Pre-school,Duplo,Disney,2018,21,1,Box,19.99
10874-1,Steam Train,Pre-school,Duplo,Trains,2018,59,2,Box,59.99
10875-1,Cargo Train,Pre-school,Duplo,Trains,2018,105,3,Box,119.99000000000000
10876-1,Spider-Man & Hulk Adventures,Pre-school,Duplo,Spider-Man,2018,38,3,Box,29.99
10877-1,Belle's Tea Party,Pre-school,Duplo,Disney Princess,2018,19,1,Box,19.99
10878-1,Rapunzel's Tower,Pre-school,Duplo,Disney Princess,2018,37,1,Box,NA
10879-1,Gentle Giants Petting Zoo,Pre-school,Duplo,Jurassic World: Fallen Kingdom,2018,24,1,Box,19.99
10880-1,T. rex Tower,Pre-school,Duplo,Jurassic World: Fallen Kingdom,2018,22,1,Box,29.99
10881-1,Mickey's Boat,Pre-school,Duplo,Disney,2018,28,2,Box,29.99
10882-1,Train Tracks,Pre-school,Duplo,Trains,2018,23,0,Box,19.99
11915-1,NINJAGO Build Your Own Adventure parts,Action/Adventure,Ninjago,NA,2018,NA,0,Polybag,NA
21039-1,Shanghai,Model making,Architecture,Skylines,2018,597,0,Box,59.99
21041-1,Great Wall of China,Model making,Architecture,NA,2018,551,0,NA,49.99
21042-1,Statue of Liberty,Model making,Architecture,NA,2018,1685,0,NA,119.99000000000000
21047-1,Las Vegas,Model making,Architecture,Skylines,2018,501,0,Box,39.99
21138-1,The Melon Farm,Licensed,Minecraft,Minifig-scale,2018,69,3,Box,14.99
21139-1,The Nether Fight,Licensed,Minecraft,Minifig-scale,2018,84,3,Box,14.99
21140-1,The Chicken Coop,Licensed,Minecraft,Minifig-scale,2018,198,1,Box,19.99
21141-1,The Zombie Cave,Licensed,Minecraft,Minifig-scale,2018,241,3,Box,19.99
21142-1,The Polar Igloo,Licensed,Minecraft,Minifig-scale,2018,278,2,Box,29.99
21143-1,The Nether Portal,Licensed,Minecraft,Minifig-scale,2018,470,3,Box,39.99
21144-1,The Farm Cottage,Licensed,Minecraft,Minifig-scale,2018,549,3,Box,49.99
21145-1,The Skull Arena,Licensed,Minecraft,Minifig-scale,2018,198,2,Box,19.99
21146-1,The Skeleton Attack,Licensed,Minecraft,Minifig-scale,2018,457,4,Box,39.99
21147-1,The Bedrock Adventures,Licensed,Minecraft,Minifig-scale,2018,644,4,Box,89.99000000000000
21311-1,Voltron,Miscellaneous,Ideas,Licensed,2018,2321,0,Box,179.99
21313-1,Ship in a Bottle,Miscellaneous,Ideas,NA,2018,962,0,Box,69.99000000000000
21314-1,TRON: Legacy,Miscellaneous,Ideas,Licensed,2018,230,3,Box,34.99
21315-1,Pop-Up Book,Miscellaneous,Ideas,NA,2018,859,5,Box,69.99000000000000
30325-1,My First Dinosaur,Pre-school,Duplo,NA,2018,7,0,Polybag,NA
30326-0,Farm {Random bag},Pre-school,Duplo,NA,2018,NA,0,Polybag,NA
30326-1,Farm - Chicken,Pre-school,Duplo,NA,2018,4,0,Polybag,NA
30326-2,Farm - Girl,Pre-school,Duplo,NA,2018,4,0,Polybag,NA
30326-3,Farm - Goat,Pre-school,Duplo,NA,2018,4,0,Polybag,NA
30326-4,Farm - Boy,Pre-school,Duplo,NA,2018,4,0,Polybag,NA
30326-5,Farm - Calf,Pre-school,Duplo,NA,2018,4,0,Polybag,NA
30339-1,Traffic Light Patrol,Junior,Juniors,City,2018,30,1,Polybag,NA
30356-1,Hot Dog Stand,Modern day,City,General,2018,43,1,Polybag,NA
30357-1,Road Worker,Modern day,City,Construction,2018,58,1,Polybag,NA
30358-1,Dragster,Modern day,City,Traffic,2018,40,1,Polybag,NA
30359-1,Police Water Plane,Modern day,City,Mountain Police,2018,48,1,Polybag,NA
30360-1,Arctic Ice Saw,Modern day,City,Arctic,2018,43,1,Polybag,NA
30380-1,Kylo Ren's Shuttle,Licensed,Star Wars,The Last Jedi,2018,33,0,Polybag,NA
30381-1,Imperial TIE Fighter,Licensed,Star Wars,Solo,2018,42,0,Polybag,NA
30382-1,Baby Velociraptor Playpen,Licensed,Jurassic World,Fallen Kingdom,2018,48,0,Polybag,NA
30403-1,Olivia's Remote Control Boat,Girls,Friends,NA,2018,25,1,Polybag,NA
30404-1,Friendship Flower,Girls,Friends,NA,2018,100,0,Polybag,NA
30405-1,Stephanie's Hockey Practice,Girls,Friends,NA,2018,35,1,Polybag,NA
30406-1,Unikitty Roller Coaster Wagon,Licensed,Unikitty,Miscellaneous,2018,46,1,Polybag,NA
30407-1,Harry's Journey to Hogwarts,Licensed,Wizarding World,Harry Potter,2018,40,1,Polybag,3.9900000000000000
30450-1,Royal Talon Fighter,Licensed,Marvel Super Heroes,Black Panther,2018,59,0,Polybag,NA
30498-1,Imperial AT-Hauler,Licensed,Star Wars,Solo,2018,49,0,Polybag,NA
30499-1,Robot/Vehicle free builds,Miscellaneous,Promotional,NA,2018,56,0,Polybag,NA
30525-1,The Guardians' Ship,Licensed,Marvel Super Heroes,Avengers: Infinity War,2018,69,0,Polybag,NA
30526-1,The Mini Ultimate Batmobile,Licensed,The LEGO Batman Movie,Miscellaneous,2018,84,0,Polybag,NA
30530-1,WU-CRU Target Training,Action/Adventure,Ninjago,Sons of Garmadon,2018,46,2,Polybag,NA
30531-1,Sons of Garmadon,Action/Adventure,Ninjago,Sons of Garmadon,2018,33,1,Polybag,NA
30532-1,Turbo,Action/Adventure,Ninjago,Sons of Garmadon,2018,61,1,Polybag,NA
30540-1,Yellow Flyer,Model making,Creator,NA,2018,43,0,Polybag,NA
30541-1,Build a Duck,Basic,Classic,NA,2018,10,0,Polybag,NA
30542-1,Cute Pug,Model making,Creator,NA,2018,68,0,Polybag,NA
30543-1,Christmas Train,Model making,Creator,Seasonal,2018,66,0,Polybag,NA
30547-1,Dragon Hunter,Action/Adventure,Ninjago,Hunted,2018,61,1,Polybag,NA
30552-1,Ariel's Underwater Symphony,Licensed,Disney,The Little Mermaid,2018,51,1,Polybag,NA
30614-1,Lex Luthor,Licensed,DC Comics Super Heroes,NA,2018,4,1,Polybag,NA
30615-1,Edna Mode,Junior,Juniors,Incredibles 2,2018,4,1,Polybag,NA
30617-1,Green Lantern Jessica Cruz,Licensed,DC Comics Super Heroes,NA,2018,4,1,Polybag,NA
31071-1,Drone Explorer,Model making,Creator,NA,2018,109,0,Box,9.99
31072-1,Extreme Engines,Model making,Creator,NA,2018,109,0,Box,9.99
31073-1,Mythical Creatures,Model making,Creator,NA,2018,223,0,Box,14.99
31074-1,Rocket Rally Car,Model making,Creator,NA,2018,241,0,Box,19.99
31075-1,Outback Adventures,Model making,Creator,NA,2018,225,1,Box,19.99
31076-1,Daredevil Stunt Plane,Model making,Creator,NA,2018,200,1,Box,19.99
31077-1,Modular Sweet Surprises,Model making,Creator,NA,2018,396,3,Box,39.99
31078-1,Tree House Treasures,Model making,Creator,NA,2018,260,2,Box,29.99
31079-1,Sunshine Surfer Van,Model making,Creator,NA,2018,379,2,Box,34.99
31080-1,Modular Winter Vacation,Model making,Creator,Modular,2018,374,2,Box,34.99
31081-1,Modular Skate House,Model making,Creator,Modular,2018,422,2,Box,39.99
31083-1,Cruising Adventures,Model making,Creator,NA,2018,597,3,Box,59.99
31084-1,Pirate Roller Coaster,Model making,Creator,NA,2018,923,5,Box,89.99000000000000
31085-1,Mobile Stunt Show,Model making,Creator,NA,2018,581,2,Box,49.99
3850065-1,Parisian Guy,Miscellaneous,Miscellaneous,Pick A Model,2018,NA,0,Box with backing card,NA
4000025-1,LEGO Ferguson Tractor,Miscellaneous,Miscellaneous,LEGO Inside Tour Exclusive,2018,NA,0,Box,NA
4000026-1,LEGO House Tree of Creativity,Miscellaneous,Promotional,LEGO House,2018,837,0,Box,NA
4000028-1,House,Basic,Classic,NA,2018,64,0,Box,NA
4000029-1,Windmill,Basic,Classic,NA,2018,45,0,Box,NA
4000030-1,Truck,Basic,Classic,NA,2018,44,0,Box,NA
4000031-1,Exclusive T. rex,Licensed,Jurassic World,Fallen Kingdom,2018,70,0,Box,NA
4002018-1,Employee Christmas gift,Miscellaneous,Miscellaneous,Employee gift,2018,1099,0,Box,NA
40173-1,Picture Frame,Miscellaneous,Miscellaneous,Photo frames,2017,268,0,Box,16.99
40187-1,Flower Display,Miscellaneous,Seasonal,Valentine's Day,2018,100,0,Box,5.99
40188-1,Pencil Pot,Miscellaneous,Miscellaneous,Desk Accessory,2018,187,1,Box,12.99
40197-1,Wedding Favour Set 2018,Miscellaneous,Miscellaneous,NA,2018,132,2,Box,9.99
40198-1,LEGO Ludo Game,Miscellaneous,Miscellaneous,Games,2018,389,16,Box,39.99
40199-1,Billund Airport,Model making,Architecture,NA,2018,286,0,Box,NA
40235-1,Year of the Dog,Miscellaneous,Seasonal,Chinese New Year,2018,156,0,Box,NA
40270-1,Valentine's Bee,Licensed,BrickHeadz,Seasonal,2018,140,0,Box,9.99
40271-1,Easter Bunny,Licensed,BrickHeadz,Seasonal,2018,126,0,Box,9.99
40272-1,Halloween Witch,Licensed,BrickHeadz,Seasonal,2018,151,0,Box,9.99
40273-1,Thanksgiving Turkey,Licensed,BrickHeadz,Seasonal,2018,114,0,Box,9.99
40274-1,Mr. & Mrs. Claus,Licensed,BrickHeadz,Seasonal,2018,341,0,Box,19.99
40276-1,Walrus,Miscellaneous,Promotional,Monthly Mini Model Build,2018,55,0,Polybag,NA
40277-1,Car and petrol pump,Miscellaneous,Promotional,Monthly Mini Model Build,2018,44,0,Polybag,NA
40278-1,Lamb,Miscellaneous,Promotional,Monthly Mini Model Build,2018,45,0,Polybag,NA
40279-1,Frog,Miscellaneous,Promotional,Monthly Mini Model Build,2018,43,0,Polybag,NA
40280-1,Tractor,Miscellaneous,Promotional,Monthly Mini Model Build,2018,NA,0,Polybag,NA
40281-1,Surfer Dragon,Miscellaneous,Promotional,Monthly Mini Model Build,2018,NA,0,Polybag,NA
40282-1,BBQ,Miscellaneous,Promotional,Monthly Mini Model Build,2018,NA,0,Polybag,NA
40283-1,Snail,Miscellaneous,Promotional,Monthly Mini Model Build,2018,NA,0,Polybag,NA
40284-1,Glider,Miscellaneous,Promotional,Monthly Mini Model Build,2018,NA,0,Polybag,NA
40285-1,Scarecrow,Miscellaneous,Promotional,Monthly Mini Model Build,2018,NA,0,Polybag,NA
40286-1,Ice Dragon,Miscellaneous,Promotional,Monthly Mini Model Build,2018,NA,0,Polybag,NA
40287-1,Sleigh,Miscellaneous,Promotional,Monthly Mini Model Build,2018,NA,0,Polybag,NA
40288-1,BB-8,Licensed,Star Wars,Promotional,2018,48,0,Polybag,NA
40289-1,Diagon Alley,Licensed,Wizarding World,Harry Potter,2018,374,1,Box,NA
40290-1,60 Years of the LEGO Brick,Miscellaneous,Promotional,NA,2018,421,0,Box,NA
40291-1,Creative Personalities,Miscellaneous,Promotional,NA,2018,307,2,Box,NA
40292-1,Christmas Gift Box,Miscellaneous,Seasonal,Christmas,2018,301,2,Box,NA
40293-1,Christmas Carousel,Miscellaneous,Seasonal,Christmas,2018,251,0,Box,NA
40298-1,DJ,Licensed,Star Wars,The Last Jedi,2018,22,1,Polybag,NA
40299-1,Kessel Mine Worker,Licensed,Star Wars,Solo,2018,22,1,Polybag,NA
40300-1,Han Solo Mudtrooper,Licensed,Star Wars,Solo,2018,22,1,Polybag,NA
40301-1,Bat Shooter,Licensed,The LEGO Batman Movie,Miscellaneous,2018,40,0,Polybag,NA
40302-1,Become my City Hero,Modern day,City,Mountain Police,2018,NA,1,Polybag,NA
40303-1,Vehicle Set,Modern day,City,Traffic,2018,NA,0,Polybag,NA
40304-1,Numbers,Pre-school,Duplo,NA,2018,11,0,Polybag,NA
40305-1,LEGO Brand Store,Miscellaneous,Promotional,NA,2018,362,2,Box,24.99
40306-1,LEGOLAND Castle,Miscellaneous,Promotional,LEGOLAND,2018,220,1,Box,19.99
40307-1,Castle Interior Kit,Licensed,Disney,Miscellaneous,2018,115,0,Box,9.99
40309-1,Food Accessories,Miscellaneous,Xtra,NA,2018,30,0,Polybag,3.9900000000000000
40310-1,Botanical Accessories,Miscellaneous,Xtra,NA,2018,24,0,Polybag,3.9900000000000000
40311-1,Traffic Lights,Miscellaneous,Xtra,NA,2018,46,0,Polybag,3.9900000000000000
40312-1,Streetlamps,Miscellaneous,Xtra,NA,2018,34,0,Polybag,3.9900000000000000
40313-1,Bicycles,Miscellaneous,Xtra,NA,2018,21,0,Polybag,3.9900000000000000
40314-1,Dr. Fox Magnifying Machine,Licensed,Unikitty,Miscellaneous,2018,76,0,Box,16.99
40315-1,Ninjago board game,Action/Adventure,Ninjago,Promotional,2018,NA,0,Polybag,NA
40316-1,Geoffrey,Licensed,BrickHeadz,NA,2018,NA,0,Box,NA
40320-1,Plants From Plants,Miscellaneous,Promotional,Miscellaneous,2018,29,0,Box,NA
40358-1,"Bean There, Donut That",Miscellaneous,Promotional,Target,2018,146,4,Box,19.99
40388-1,Mini-Doll Dress-Up Kit,Licensed,Disney,Miscellaneous,2018,80,0,Box,9.99
40389-1,Photo Frame,Miscellaneous,Miscellaneous,Photo frames,2018,171,0,Box,14.99
41151-1,Mulan's Training Day,Licensed,Disney,Miscellaneous,2018,104,1,Box,14.99
41152-1,Sleeping Beauty's Fairytale Castle,Licensed,Disney,Sleeping Beauty,2018,322,3,Box,39.99
41153-1,Ariel's Royal Celebration Boat,Licensed,Disney,The Little Mermaid,2018,380,2,Box,49.99
41154-1,Cinderella's Dream Castle,Licensed,Disney,Cinderella,2018,585,2,Box,69.99000000000000
41155-1,Elsa's Market Adventure,Licensed,Disney,Frozen,2018,125,2,Box,19.99
41156-1,Rapunzel's Castle Bedroom,Licensed,Disney,Tangled,2018,156,1,Box,19.99
41157-1,Rapunzel's Travelling Caravan,Licensed,Disney,Tangled,2018,323,2,Box,39.99
41190-1,Emily Jones & The Eagle Getaway,Action/Adventure,Elves,NA,2018,149,2,Box,14.99
41191-1,Naida & The Water Turtle Ambush,Action/Adventure,Elves,NA,2018,205,2,Box,19.99
41192-1,Azari & The Fire Lion Capture,Action/Adventure,Elves,NA,2018,360,3,Box,29.99
41193-1,Aira & the Song of the Wind Dragon,Action/Adventure,Elves,NA,2018,451,3,Box,39.99
41194-1,Noctura's Tower & the Earth Fox Rescue,Action/Adventure,Elves,NA,2018,646,4,Box,59.99
41195-1,Emily & Noctura's Showdown,Action/Adventure,Elves,NA,2018,650,4,Box,49.99
41196-1,The Elvenstar Tree Bat Attack,Action/Adventure,Elves,NA,2018,883,5,Box,79.99000000000000
41287-1,Bubbles Playground Showdown,Licensed,The Powerpuff Girls,NA,2018,144,3,Box,19.99
41288-1,Mojo Jojo Strikes,Licensed,The Powerpuff Girls,NA,2018,228,4,Box,29.99
41327-1,Mia's Bedroom,Girls,Friends,NA,2018,86,1,Box,9.99
41328-1,Stephanie's Bedroom,Girls,Friends,NA,2018,95,1,Box,9.99
41329-1,Olivia's Deluxe Bedroom,Girls,Friends,NA,2018,163,1,Box,14.99
41330-1,Stephanie's Soccer Practice,Girls,Friends,NA,2018,119,1,Box,14.99
41332-1,Emma's Art Stand,Girls,Friends,NA,2018,210,1,Box,19.99
41333-1,Olivia's Mission Vehicle,Girls,Friends,NA,2018,223,1,Box,19.99
41334-1,Andrea's Park Performance,Girls,Friends,NA,2018,229,3,Box,24.99
41335-1,Mia's Tree House,Girls,Friends,NA,2018,351,2,Box,29.99
41336-1,Emma's Art Café,Girls,Friends,NA,2018,378,2,Box,32.99
41338-1,Stephanie's Sports Arena,Girls,Friends,NA,2018,460,2,Box,44.99
41339-1,Mia's Camper Van,Girls,Friends,Summer,2018,488,2,Box,54.99
41340-1,Friendship House,Girls,Friends,NA,2018,722,3,Box,69.99000000000000
41341-1,Andrea's Bedroom,Girls,Friends,NA,2018,85,1,Box,9.99
41342-1,Emma's Deluxe Bedroom,Girls,Friends,NA,2018,183,1,Box,14.99
41343-1,Heartlake City Airplane Tour,Girls,Friends,NA,2018,323,1,Box,29.99
41344-1,Andrea's Accessories Store,Girls,Friends,NA,2018,294,2,Box,29.99
41345-1,Heartlake City Pet Centre,Girls,Friends,NA,2018,474,3,Box,59.99
41346-1,Friendship Box,Girls,Friends,NA,2018,563,0,Box,49.99
41347-1,Heartlake City Resort,Girls,Friends,NA,2018,1017,4,Box,99.99000000000000
41348-1,Service & Care Truck,Girls,Friends,NA,2018,247,1,Box,19.99
41349-1,Drifting Diner,Girls,Friends,NA,2018,345,2,Box,29.99
41350-1,Spinning Brushes Car Wash,Girls,Friends,NA,2018,325,2,Box,29.99
41351-1,Creative Tuning Shop,Girls,Friends,NA,2018,413,2,Box,39.99
41352-1,The Big Race Day,Girls,Friends,NA,2018,648,3,Box,59.99
41353-1,Friends Advent Calendar,Girls,Friends,Seasonal,2018,500,0,Box,NA
41451-1,Unikitty Cloud Car,Licensed,Unikitty,NA,2018,126,3,Box,9.99
41452-1,Prince Puppycorn Trike,Licensed,Unikitty,NA,2018,101,3,Box,9.99
41453-1,Party Time,Licensed,Unikitty,NA,2018,214,4,Box,19.99
41454-1,Dr. Fox Laboratory,Licensed,Unikitty,NA,2018,359,4,Box,29.99
41455-1,Unikingdom Creative Brick Box,Licensed,Unikitty,NA,2018,433,17,Box,39.99
41456-1,Unikingdom Fairground Fun,Licensed,Unikitty,NA,2018,515,6,Box,39.99
41489-1,Rey & Kylo Ren,Licensed,BrickHeadz,Star Wars,2017,249,0,Box,19.99
41597-1,Go Brick Me,Licensed,BrickHeadz,NA,2018,708,0,Box,29.99
41598-1,The Flash,Licensed,BrickHeadz,DC Comics Super Heroes,2018,122,0,Box,9.99
41599-1,Wonder Woman,Licensed,BrickHeadz,DC Comics Super Heroes,2018,143,0,Box,9.99
41600-1,Aquaman,Licensed,BrickHeadz,DC Comics Super Heroes,2018,135,0,Box,9.99
41601-1,Cyborg,Licensed,BrickHeadz,DC Comics Super Heroes,2018,108,0,Box,9.99
41602-1,Rey,Licensed,BrickHeadz,Star Wars,2018,119,0,Box,9.99
41603-1,Kylo Ren,Licensed,BrickHeadz,Star Wars,2018,130,0,Box,9.99
41604-1,Iron Man MK50,Licensed,BrickHeadz,Marvel Super Heroes,2018,101,0,Box,9.99
41605-1,Thanos,Licensed,BrickHeadz,Marvel Super Heroes,2018,105,0,Box,9.99
41606-1,Star-Lord,Licensed,BrickHeadz,Marvel Super Heroes,2018,113,0,Box,9.99
41607-1,Gamora,Licensed,BrickHeadz,Marvel Super Heroes,2018,136,0,Box,9.99
41608-1,Han Solo,Licensed,BrickHeadz,Star Wars,2018,141,0,Box,9.99
41609-1,Chewbacca,Licensed,BrickHeadz,Star Wars,2018,149,0,Box,9.99
41610-1,Tactical Batman & Superman,Licensed,BrickHeadz,DC Comics Super Heroes,2018,209,0,Box,19.99
41611-1,Marty McFly & Doc Brown,Licensed,BrickHeadz,Miscellaneous,2018,240,0,Box,19.99
41612-1,Steve & Creeper,Licensed,BrickHeadz,Miscellaneous,2018,160,0,Box,19.99
41613-1,Mr. Incredible & Frozone,Licensed,BrickHeadz,Disney,2018,160,0,Box,19.99
41614-1,Owen & Blue,Licensed,BrickHeadz,Miscellaneous,2018,234,0,Box,19.99
41615-1,Harry Potter & Hedwig,Licensed,BrickHeadz,Wizarding World,2018,180,0,Box,14.99
41616-1,Hermione Granger,Licensed,BrickHeadz,Wizarding World,2018,127,0,Box,9.99
41617-1,Elsa,Licensed,BrickHeadz,Disney,2018,130,0,Box,9.99
41618-1,Anna & Olaf,Licensed,BrickHeadz,Disney,2018,201,0,Box,14.99
41619-1,Darth Vader,Licensed,BrickHeadz,Star Wars,2018,104,0,Box,9.99
41620-1,Stormtrooper,Licensed,BrickHeadz,Star Wars,2018,124,0,Box,9.99
41621-1,Ron Weasley & Albus Dumbledore,Licensed,BrickHeadz,Wizarding World,2018,245,0,Box,19.99
41622-1,Peter Venkman & Slimer,Licensed,BrickHeadz,Miscellaneous,2018,228,0,Box,19.99
41623-1,Ariel & Ursula,Licensed,BrickHeadz,Disney,2018,361,0,Box,19.99
41624-1,Mickey Mouse,Licensed,BrickHeadz,Disney,2018,109,0,Box,9.99
41625-1,Minnie Mouse,Licensed,BrickHeadz,Disney,2018,129,0,Box,9.99
41626-1,Groot & Rocket,Licensed,BrickHeadz,Marvel Super Heroes,2018,189,0,Box,14.99
41627-1,Luke Skywalker & Yoda,Licensed,BrickHeadz,Star Wars,2018,215,0,Box,14.99
41628-1,Princess Leia,Licensed,BrickHeadz,Star Wars,2018,124,0,Box,9.99
41629-1,Boba Fett,Licensed,BrickHeadz,Star Wars,2018,161,0,Box,9.99
41630-1,Jack Skellington & Sally,Licensed,BrickHeadz,Disney,2018,193,0,Box,19.99
41631-1,Newt Scamander & Gellert Grindelwald,Licensed,BrickHeadz,Wizarding World,2018,247,0,Box,19.99
41632-1,Homer Simpson & Krusty the Clown,Licensed,BrickHeadz,Miscellaneous,2018,215,0,Box,19.99
41775-0,Unikitty! blind bags series 1 {Random bag},Licensed,Unikitty,Blind bags series 1,2018,14,0,Foil pack,3.9900000000000000
